證期會代碼,公司簡稱,分類代碼,分類名稱
072282,日盛51,0999,認購權證
072283,日盛52,0999,認購權證
072284,日盛53,0999,認購權證
072285,日盛54,0999,認購權證
072286,ep亞沽,0999,認購權證
072287,惺邦69,0999,認購權證
072288,惺邦70,0999,認購權證
072289,惺邦71,0999,認購權證
072290,惺邦72,0999,認購權證
072291,75凱基,0999,認購權證
072292,76凱基,0999,認購權證
072293,77凱基,0999,認購權證
072294,78凱基,0999,認購權證
072295,79凱基,0999,認購權證
072296,80凱基,0999,認購權證
072297,日盛55,0999,認購權證
072298,日盛56,0999,認購權證
072299,eq亞沽,0999,認購權證
072300,惺邦75,0999,認購權證
072301,惺邦76,0999,認購權證
072302,惺邦77,0999,認購權證
072303,惺邦78,0999,認購權證
072304,惺邦79,0999,認購權證
072305,惺邦80,0999,認購權證
072306,惺邦81,0999,認購權證
072307,惺邦82,0999,認購權證
072308,惺邦83,0999,認購權證
072309,惺邦84,0999,認購權證
072310,惺邦85,0999,認購權證
072311,e8元大,0999,認購權證
072312,e9元大,0999,認購權證
072313,f1元大,0999,認購權證
072314,f2元大,0999,認購權證
072315,f3元大,0999,認購權證
072316,f4元大,0999,認購權證
072317,f5元大,0999,認購權證
072318,4j永豐,0999,認購權證
072319,4k永豐,0999,認購權證
072320,4l永豐,0999,認購權證
072321,4m永豐,0999,認購權證
072322,4n永豐,0999,認購權證
072323,4p永豐,0999,認購權證
072324,4q永豐,0999,認購權證
072325,4r永豐,0999,認購權證
072326,4s永豐,0999,認購權證
072327,cf群益,0999,認購權證
072328,cg群益,0999,認購權證
072329,ch群益,0999,認購權證
072330,ci群益,0999,認購權證
072331,cj群益,0999,認購權證
072332,ck群益,0999,認購權證
072333,cl群益,0999,認購權證
072334,cn群益,0999,認購權證
072335,國票72,0999,認購權證
072336,國票73,0999,認購權證
072337,國票75,0999,認購權證
072338,國票76,0999,認購權證
072339,國票77,0999,認購權證
072340,統一d1,0999,認購權證
072341,統一d2,0999,認購權證
072342,統一d3,0999,認購權證
072343,統一d4,0999,認購權證
072344,lc元惺,0999,認購權證
072345,ld元惺,0999,認購權證
072346,兆豐ba,0999,認購權證
072347,兆豐bb,0999,認購權證
072348,兆豐bc,0999,認購權證
072349,兆豐bd,0999,認購權證
072350,兆豐be,0999,認購權證
072351,兆豐bf,0999,認購權證
072352,兆豐bg,0999,認購權證
072353,兆豐bh,0999,認購權證
072354,兆豐bj,0999,認購權證
072355,兆豐bl,0999,認購權證
072356,兆豐bm,0999,認購權證
072357,兆豐bn,0999,認購權證
072358,兆豐bp,0999,認購權證
072359,兆豐bq,0999,認購權證
072360,兆豐br,0999,認購權證
072361,永昌mr,0999,認購權證
072362,永昌ms,0999,認購權證
072363,永昌mt,0999,認購權證
072364,永昌mu,0999,認購權證
072365,永昌mv,0999,認購權證
072366,永昌mw,0999,認購權證
072367,永昌mx,0999,認購權證
072368,永昌my,0999,認購權證
072369,大展n5,0999,認購權證
072370,ep中則,0999,認購權證
072371,eq中則,0999,認購權證
072372,4t永豐,0999,認購權證
072373,84凱基,0999,認購權證
072374,85凱基,0999,認購權證
072375,86凱基,0999,認購權證
072376,87凱基,0999,認購權證
072377,88凱基,0999,認購權證
072378,89凱基,0999,認購權證
072379,90凱基,0999,認購權證
072380,國票78,0999,認購權證
072381,統一d5,0999,認購權證
072382,統一d6,0999,認購權證
072383,統一d7,0999,認購權證
072384,統一d8,0999,認購權證
072385,lf元惺,0999,認購權證
072386,lg元惺,0999,認購權證
072387,lh元惺,0999,認購權證
072388,lj元惺,0999,認購權證
072389,日盛57,0999,認購權證
072390,日盛58,0999,認購權證
072391,日盛59,0999,認購權證
072392,惺邦92,0999,認購權證
072393,惺邦93,0999,認購權證
072394,惺邦94,0999,認購權證
072395,g3元大,0999,認購權證
072396,g4元大,0999,認購權證
072397,g5元大,0999,認購權證
072398,g6元大,0999,認購權證
072399,g7元大,0999,認購權證
072400,g8元大,0999,認購權證
072401,國泰06,0999,認購權證
072402,大眾f9,0999,認購權證
072403,36第一,0999,認購權證
072404,es中則,0999,認購權證
072405,et中則,0999,認購權證
072406,eu中則,0999,認購權證
072407,lm元惺,0999,認購權證
072408,ln元惺,0999,認購權證
072409,lp元惺,0999,認購權證
072410,4u永豐,0999,認購權證
072411,4v永豐,0999,認購權證
072412,4x永豐,0999,認購權證
072413,國泰07,0999,認購權證
072414,國泰08,0999,認購權證
072415,國泰09,0999,認購權證
072416,國泰10,0999,認購權證
072417,國泰11,0999,認購權證
072418,g9元大,0999,認購權證
072419,h1元大,0999,認購權證
072420,h2元大,0999,認購權證
072421,h3元大,0999,認購權證
072422,h4元大,0999,認購權證
072423,h5元大,0999,認購權證
072424,h6元大,0999,認購權證
072425,h7元大,0999,認購權證
072426,h8元大,0999,認購權證
072427,h9元大,0999,認購權證
072428,i1元大,0999,認購權證
072429,i2元大,0999,認購權證
072430,i3元大,0999,認購權證
072431,94凱基,0999,認購權證
072432,95凱基,0999,認購權證
072433,96凱基,0999,認購權證
072434,97凱基,0999,認購權證
072435,98凱基,0999,認購權證
072436,99凱基,0999,認購權證
072437,凱基a1,0999,認購權證
072438,凱基a2,0999,認購權證
072439,凱基a3,0999,認購權證
072440,凱基a4,0999,認購權證
072441,凱基a5,0999,認購權證
072442,日盛60,0999,認購權證
072443,日盛61,0999,認購權證
072444,日盛62,0999,認購權證
072445,日盛63,0999,認購權證
072446,日盛64,0999,認購權證
072447,日盛65,0999,認購權證
072448,日盛66,0999,認購權證
072449,日盛67,0999,認購權證
072450,惺邦97,0999,認購權證
072451,惺邦98,0999,認購權證
072452,惺邦99,0999,認購權證
072453,惺邦a1,0999,認購權證
072454,cq群益,0999,認購權證
072455,cr群益,0999,認購權證
072456,ct群益,0999,認購權證
072457,cu群益,0999,認購權證
072458,cv群益,0999,認購權證
072459,cz群益,0999,認購權證
072460,da群益,0999,認購權證
072461,db群益,0999,認購權證
072462,dc群益,0999,認購權證
072463,dd群益,0999,認購權證
072464,de群益,0999,認購權證
072465,df群益,0999,認購權證
072466,dg群益,0999,認購權證
072467,dh群益,0999,認購權證
072468,di群益,0999,認購權證
072469,dj群益,0999,認購權證
072470,dm群益,0999,認購權證
072471,dn群益,0999,認購權證
072472,dp群益,0999,認購權證
072473,兆豐bs,0999,認購權證
072474,兆豐bt,0999,認購權證
072475,兆豐bu,0999,認購權證
072476,兆豐bv,0999,認購權證
072477,兆豐bw,0999,認購權證
072478,兆豐bx,0999,認購權證
072479,兆豐by,0999,認購權證
072480,兆豐bz,0999,認購權證
072481,兆豐ca,0999,認購權證
072482,兆豐cb,0999,認購權證
072483,兆豐cc,0999,認購權證
072484,兆豐cf,0999,認購權證
072485,兆豐cg,0999,認購權證
072486,37第一,0999,認購權證
072487,ev中則,0999,認購權證
072488,ew中則,0999,認購權證
072489,ex中則,0999,認購權證
072490,ey中則,0999,認購權證
072491,4y永豐,0999,認購權證
072492,4z永豐,0999,認購權證
072493,5a永豐,0999,認購權證
072494,5b永豐,0999,認購權證
072495,5c永豐,0999,認購權證
072496,5d永豐,0999,認購權證
072497,5e永豐,0999,認購權證
072498,5f永豐,0999,認購權證
072499,5g永豐,0999,認購權證
072500,5h永豐,0999,認購權證
072501,5i永豐,0999,認購權證
072502,褂銀66,0999,認購權證
072503,國票80,0999,認購權證
072504,國票81,0999,認購權證
072505,國票82,0999,認購權證
072506,統一d9,0999,認購權證
072507,統一e1,0999,認購權證
072508,統一e2,0999,認購權證
072509,統一e3,0999,認購權證
072510,統一e4,0999,認購權證
072511,統一e5,0999,認購權證
072512,統一e6,0999,認購權證
072513,統一e7,0999,認購權證
072514,統一e8,0999,認購權證
072515,統一e9,0999,認購權證
072516,統一f1,0999,認購權證
072517,lr元惺,0999,認購權證
072518,ls元惺,0999,認購權證
072519,lt元惺,0999,認購權證
072520,lu元惺,0999,認購權證
072521,lv元惺,0999,認購權證
072522,lw元惺,0999,認購權證
072523,lx元惺,0999,認購權證
072524,工銀c2,0999,認購權證
072525,工銀c3,0999,認購權證
072526,工銀c4,0999,認購權證
072527,工銀c5,0999,認購權證
072528,工銀c6,0999,認購權證
072529,工銀c7,0999,認購權證
072530,工銀c8,0999,認購權證
072531,凱基a6,0999,認購權證
072532,凱基a7,0999,認購權證
072533,凱基a8,0999,認購權證
072534,凱基a9,0999,認購權證
072535,凱基b1,0999,認購權證
072536,凱基b7,0999,認購權證
072537,凱基b8,0999,認購權證
072538,j3元大,0999,認購權證
072539,j4元大,0999,認購權證
072540,j5元大,0999,認購權證
072541,j6元大,0999,認購權證
072542,j7元大,0999,認購權證
072543,j8元大,0999,認購權證
072544,j9元大,0999,認購權證
072545,k1元大,0999,認購權證
072546,k2元大,0999,認購權證
072547,k3元大,0999,認購權證
072548,k4元大,0999,認購權證
072549,k5元大,0999,認購權證
072550,k6元大,0999,認購權證
072551,k7元大,0999,認購權證
072552,國泰12,0999,認購權證
072553,國泰13,0999,認購權證
072554,ds群益,0999,認購權證
072555,dt群益,0999,認購權證
072556,du群益,0999,認購權證
072557,dv群益,0999,認購權證
072558,dw群益,0999,認購權證
072559,dx群益,0999,認購權證
072560,dy群益,0999,認購權證
072561,ea群益,0999,認購權證
072562,ee群益,0999,認購權證
072563,ef群益,0999,認購權證
072564,eg群益,0999,認購權證
072565,eh群益,0999,認購權證
072566,日盛69,0999,認購權證
072567,er亞沽,0999,認購權證
072568,es亞沽,0999,認購權證
072569,et亞沽,0999,認購權證
072570,eu亞沽,0999,認購權證
072571,惺邦a3,0999,認購權證
072572,惺邦a4,0999,認購權證
072573,惺邦a5,0999,認購權證
072574,惺邦a6,0999,認購權證
072575,惺邦a7,0999,認購權證
072576,惺邦a8,0999,認購權證
072577,惺邦a9,0999,認購權證
072578,永昌mz,0999,認購權證
072579,永昌na,0999,認購權證
072580,永昌nb,0999,認購權證
072581,永昌nc,0999,認購權證
072582,永昌nd,0999,認購權證
072583,永昌ne,0999,認購權證
072584,永昌nf,0999,認購權證
072585,永昌ng,0999,認購權證
072586,38第一,0999,認購權證
072587,39第一,0999,認購權證
072588,k8元大,0999,認購權證
072589,k9元大,0999,認購權證
072590,l1元大,0999,認購權證
072591,l2元大,0999,認購權證
072592,l3元大,0999,認購權證
072593,l4元大,0999,認購權證
072594,l5元大,0999,認購權證
072595,l6元大,0999,認購權證
072596,l7元大,0999,認購權證
072597,l8元大,0999,認購權證
072598,l9元大,0999,認購權證
072599,m1元大,0999,認購權證
072600,5j永豐,0999,認購權證
072601,5k永豐,0999,認購權證
072602,5l永豐,0999,認購權證
072603,5m永豐,0999,認購權證
072604,5n永豐,0999,認購權證
072605,5p永豐,0999,認購權證
072606,5q永豐,0999,認購權證
072607,5r永豐,0999,認購權證
072608,5s永豐,0999,認購權證
072609,5t永豐,0999,認購權證
072610,5u永豐,0999,認購權證
072611,5v永豐,0999,認購權證
072612,ek群益,0999,認購權證
072613,el群益,0999,認購權證
072614,em群益,0999,認購權證
072615,en群益,0999,認購權證
072616,ep群益,0999,認購權證
072617,國泰15,0999,認購權證
072618,國泰16,0999,認購權證
072619,凱基b9,0999,認購權證
072620,凱基c1,0999,認購權證
072621,凱基c2,0999,認購權證
072622,凱基c3,0999,認購權證
072623,凱基c7,0999,認購權證
072624,統一f2,0999,認購權證
072625,ly元惺,0999,認購權證
072626,lz元惺,0999,認購權證
072627,ma元惺,0999,認購權證
072628,mb元惺,0999,認購權證
072629,兆豐ck,0999,認購權證
072630,兆豐cl,0999,認購權證
072631,兆豐cm,0999,認購權證
072632,兆豐cn,0999,認購權證
072633,兆豐cp,0999,認購權證
072634,兆豐cq,0999,認購權證
072635,兆豐cr,0999,認購權證
072636,兆豐cs,0999,認購權證
072637,日盛71,0999,認購權證
072638,日盛72,0999,認購權證
072639,日盛73,0999,認購權證
072640,日盛74,0999,認購權證
072641,日盛75,0999,認購權證
072642,日盛76,0999,認購權證
072643,日盛77,0999,認購權證
072644,日盛78,0999,認購權證
072645,ew亞沽,0999,認購權證
072646,ex亞沽,0999,認購權證
072647,惺邦b3,0999,認購權證
072648,ez中則,0999,認購權證
072649,fa中則,0999,認購權證
072650,凱基c9,0999,認購權證
072651,凱基d1,0999,認購權證
072652,凱基d2,0999,認購權證
072653,5w永豐,0999,認購權證
072654,5x永豐,0999,認購權證
072655,5y永豐,0999,認購權證
072656,5z永豐,0999,認購權證
072657,6a永豐,0999,認購權證
072658,m5元大,0999,認購權證
072659,m6元大,0999,認購權證
072660,m7元大,0999,認購權證
072661,m8元大,0999,認購權證
072662,m9元大,0999,認購權證
072663,n1元大,0999,認購權證
072664,n2元大,0999,認購權證
072665,n3元大,0999,認購權證
072666,n4元大,0999,認購權證
072667,n5元大,0999,認購權證
072668,n6元大,0999,認購權證
072669,n7元大,0999,認購權證
072670,國票84,0999,認購權證
072671,國票85,0999,認購權證
072672,國票86,0999,認購權證
072673,國票87,0999,認購權證
072674,國票88,0999,認購權證
072675,國票89,0999,認購權證
072676,國票90,0999,認購權證
072677,國票92,0999,認購權證
072678,康姓nq,0999,認購權證
072679,康姓nr,0999,認購權證
072680,mh元惺,0999,認購權證
072681,mj元惺,0999,認購權證
072682,mk元惺,0999,認購權證
072683,ml元惺,0999,認購權證
072684,mm元惺,0999,認購權證
072685,日盛80,0999,認購權證
072686,日盛81,0999,認購權證
072687,日盛82,0999,認購權證
072688,惺邦b5,0999,認購權證
072689,惺邦b6,0999,認購權證
072690,惺邦b8,0999,認購權證
072691,惺邦b9,0999,認購權證
072692,惺邦c1,0999,認購權證
072693,大眾g1,0999,認購權證
072694,大眾g2,0999,認購權證
072695,大眾g3,0999,認購權證
072696,fb中則,0999,認購權證
072697,統一f3,0999,認購權證
072698,統一f4,0999,認購權證
072699,mp元惺,0999,認購權證
072700,凱基d8,0999,認購權證
072701,凱基d9,0999,認購權證
072702,凱基e1,0999,認購權證
072703,凱基e2,0999,認購權證
072704,凱基e3,0999,認購權證
072705,et群益,0999,認購權證
072706,eu群益,0999,認購權證
072707,ev群益,0999,認購權證
072708,ew群益,0999,認購權證
072709,ey群益,0999,認購權證
072710,ez群益,0999,認購權證
072711,fa群益,0999,認購權證
072712,fb群益,0999,認購權證
072713,fc群益,0999,認購權證
072714,6b永豐,0999,認購權證
072715,6c永豐,0999,認購權證
072716,6d永豐,0999,認購權證
072717,6e永豐,0999,認購權證
072718,6f永豐,0999,認購權證
072719,日盛84,0999,認購權證
072720,日盛85,0999,認購權證
072721,日盛86,0999,認購權證
072722,兆豐ct,0999,認購權證
072723,兆豐cv,0999,認購權證
072724,兆豐cx,0999,認購權證
072725,兆豐cy,0999,認購權證
072726,兆豐cz,0999,認購權證
072727,兆豐da,0999,認購權證
072728,兆豐dc,0999,認購權證
072729,兆豐dd,0999,認購權證
072730,兆豐de,0999,認購權證
072731,兆豐df,0999,認購權證
072732,兆豐dg,0999,認購權證
072733,兆豐dh,0999,認購權證
072734,兆豐dj,0999,認購權證
072735,fc中則,0999,認購權證
072736,fd中則,0999,認購權證
072737,mr元惺,0999,認購權證
072738,ms元惺,0999,認購權證
072739,工銀d3,0999,認購權證
072740,凱基e4,0999,認購權證
072741,凱基e5,0999,認購權證
072742,凱基e6,0999,認購權證
072743,凱基e7,0999,認購權證
072744,凱基e8,0999,認購權證
072745,凱基f1,0999,認購權證
072746,日盛87,0999,認購權證
072747,6g永豐,0999,認購權證
072748,6h永豐,0999,認購權證
072749,6i永豐,0999,認購權證
072750,6j永豐,0999,認購權證
072751,6q永豐,0999,認購權證
072752,6r永豐,0999,認購權證
072753,ey亞沽,0999,認購權證
072754,ez亞沽,0999,認購權證
072755,fa亞沽,0999,認購權證
072756,fb亞沽,0999,認購權證
072757,fc亞沽,0999,認購權證
072758,fe亞沽,0999,認購權證
072759,兆豐dm,0999,認購權證
072760,兆豐dn,0999,認購權證
072761,兆豐dp,0999,認購權證
072762,兆豐dq,0999,認購權證
072763,兆豐dr,0999,認購權證
072764,兆豐ds,0999,認購權證
072765,兆豐dt,0999,認購權證
072766,兆豐du,0999,認購權證
072767,兆豐dv,0999,認購權證
072768,兆豐dw,0999,認購權證
072769,惺邦c2,0999,認購權證
072770,惺邦c3,0999,認購權證
072771,國泰17,0999,認購權證
072772,永昌nh,0999,認購權證
072773,永昌nj,0999,認購權證
072774,永昌nk,0999,認購權證
072775,永昌nl,0999,認購權證
072776,惺邦c4,0999,認購權證
072777,ff中則,0999,認購權證
072778,fg中則,0999,認購權證
072779,fh中則,0999,認購權證
072780,fj中則,0999,認購權證
072781,fk中則,0999,認購權證
072782,凱基f5,0999,認購權證
072783,凱基f6,0999,認購權證
072784,凱基f7,0999,認購權證
072785,凱基f8,0999,認購權證
072786,凱基f9,0999,認購權證
072787,凱基g1,0999,認購權證
072788,凱基g2,0999,認購權證
072789,凱基g3,0999,認購權證
072790,凱基g4,0999,認購權證
072791,fj亞沽,0999,認購權證
072792,fk亞沽,0999,認購權證
072793,fl亞沽,0999,認購權證
072794,fm亞沽,0999,認購權證
072795,fn亞沽,0999,認購權證
072796,fg群益,0999,認購權證
072797,fh群益,0999,認購權證
072798,fi群益,0999,認購權證
072799,fj群益,0999,認購權證
072800,fk群益,0999,認購權證
072801,fl群益,0999,認購權證
072802,fm群益,0999,認購權證
072803,fn群益,0999,認購權證
072804,6s永豐,0999,認購權證
072805,6u永豐,0999,認購權證
072806,統一f5,0999,認購權證
072807,日盛88,0999,認購權證
072808,日盛89,0999,認購權證
072809,日盛90,0999,認購權證
072810,40第一,0999,認購權證
072811,41第一,0999,認購權證
072812,42第一,0999,認購權證
072813,日盛91,0999,認購權證
072814,日盛92,0999,認購權證
072815,日盛93,0999,認購權證
072816,fm中則,0999,認購權證
072817,康姓ns,0999,認購權證
072818,康姓nt,0999,認購權證
072819,mt元惺,0999,認購權證
072820,mu元惺,0999,認購權證
072821,mv元惺,0999,認購權證
072822,mx元惺,0999,認購權證
072823,fq亞沽,0999,認購權證
072824,惺邦c5,0999,認購權證
072825,惺邦c6,0999,認購權證
072826,凱基g8,0999,認購權證
072827,凱基g9,0999,認購權證
072828,凱基h1,0999,認購權證
072829,凱基h2,0999,認購權證
072830,凱基h3,0999,認購權證
072831,凱基h4,0999,認購權證
072832,凱基h5,0999,認購權證
072833,6v永豐,0999,認購權證
072834,6w永豐,0999,認購權證
072835,x7元大,0999,認購權證
072836,x9元大,0999,認購權證
072837,y1元大,0999,認購權證
072838,y2元大,0999,認購權證
072839,y3元大,0999,認購權證
072840,y9元大,0999,認購權證
072841,z1元大,0999,認購權證
072842,z2元大,0999,認購權證
072843,z3元大,0999,認購權證
072844,元大01,0999,認購權證
072845,元大02,0999,認購權證
072846,元大03,0999,認購權證
072847,元大04,0999,認購權證
072848,元大05,0999,認購權證
072849,元大06,0999,認購權證
072850,凱基h6,0999,認購權證
072851,惺邦c7,0999,認購權證
072852,惺邦c8,0999,認購權證
072853,惺邦d1,0999,認購權證
072854,惺邦d2,0999,認購權證
072855,惺邦d3,0999,認購權證
072856,惺邦d4,0999,認購權證
072857,惺邦d5,0999,認購權證
072858,惺邦d8,0999,認購權證
072859,惺邦d9,0999,認購權證
072860,惺邦e1,0999,認購權證
072861,惺邦e2,0999,認購權證
072862,惺邦e3,0999,認購權證
072863,na元惺,0999,認購權證
072864,nb元惺,0999,認購權證
072865,nc元惺,0999,認購權證
072866,玉山58,0999,認購權證
072867,玉山59,0999,認購權證
072868,玉山60,0999,認購權證
072869,國泰19,0999,認購權證
072870,fq群益,0999,認購權證
072871,fs群益,0999,認購權證
072872,ft群益,0999,認購權證
072873,fu群益,0999,認購權證
072874,fv群益,0999,認購權證
072875,fw群益,0999,認購權證
072876,fx群益,0999,認購權證
072877,6y永豐,0999,認購權證
072878,6z永豐,0999,認購權證
072879,日盛94,0999,認購權證
072880,日盛95,0999,認購權證
072881,fp中則,0999,認購權證
072882,fq中則,0999,認購權證
072883,fr中則,0999,認購權證
072884,fs中則,0999,認購權證
072885,兆豐dy,0999,認購權證
072886,兆豐dz,0999,認購權證
072887,兆豐eb,0999,認購權證
072888,兆豐ee,0999,認購權證
072889,兆豐ef,0999,認購權證
072890,兆豐eg,0999,認購權證
072891,兆豐eh,0999,認購權證
072892,兆豐ej,0999,認購權證
072893,兆豐ek,0999,認購權證
072894,兆豐em,0999,認購權證
072895,fu中則,0999,認購權證
072896,工銀d4,0999,認購權證
072897,工銀d5,0999,認購權證
072898,工銀d6,0999,認購權證
072899,工銀d7,0999,認購權證
072900,工銀d8,0999,認購權證
072901,工銀d9,0999,認購權證
072902,工銀e1,0999,認購權證
072903,fr亞沽,0999,認購權證
072904,凱基h7,0999,認購權證
072905,日盛97,0999,認購權證
072906,日盛98,0999,認購權證
072907,日盛99,0999,認購權證
072908,日盛1a,0999,認購權證
072909,日盛1b,0999,認購權證
072910,日盛1c,0999,認購權證
072911,ng元惺,0999,認購權證
072912,7c永豐,0999,認購權證
072913,7d永豐,0999,認購權證
072914,7e永豐,0999,認購權證
072915,7f永豐,0999,認購權證
072916,7g永豐,0999,認購權證
072917,元大08,0999,認購權證
072918,元大09,0999,認購權證
072919,元大10,0999,認購權證
072920,國泰20,0999,認購權證
072921,國泰21,0999,認購權證
072922,fv中則,0999,認購權證
072923,fw中則,0999,認購權證
072924,fx中則,0999,認購權證
072925,fy中則,0999,認購權證
072926,凱基j1,0999,認購權證
072927,工銀e3,0999,認購權證
072928,fs亞沽,0999,認購權證
072929,ft亞沽,0999,認購權證
072930,元大17,0999,認購權證
072931,元大18,0999,認購權證
072932,元大19,0999,認購權證
072933,元大20,0999,認購權證
072934,元大21,0999,認購權證
072935,元大22,0999,認購權證
072936,元大23,0999,認購權證
072937,元大24,0999,認購權證
072938,7h永豐,0999,認購權證
072939,7i永豐,0999,認購權證
072940,7j永豐,0999,認購權證
072941,7k永豐,0999,認購權證
072942,7m永豐,0999,認購權證
072943,7n永豐,0999,認購權證
072944,7p永豐,0999,認購權證
072945,7q永豐,0999,認購權證
072946,7r永豐,0999,認購權證
072947,7s永豐,0999,認購權證
072948,7t永豐,0999,認購權證
072949,7w永豐,0999,認購權證
072950,7x永豐,0999,認購權證
072951,fy群益,0999,認購權證
072952,fz群益,0999,認購權證
072953,ga群益,0999,認購權證
072954,gb群益,0999,認購權證
072955,gc群益,0999,認購權證
072956,gd群益,0999,認購權證
072957,ge群益,0999,認購權證
072958,gf群益,0999,認購權證
072959,gg群益,0999,認購權證
072960,nj元惺,0999,認購權證
072961,nk元惺,0999,認購權證
072962,nl元惺,0999,認購權證
072963,nm元惺,0999,認購權證
072964,nn元惺,0999,認購權證
072965,np元惺,0999,認購權證
072966,nq元惺,0999,認購權證
072967,nr元惺,0999,認購權證
072968,日盛1d,0999,認購權證
072969,日盛1e,0999,認購權證
072970,日盛1f,0999,認購權證
072971,日盛1g,0999,認購權證
072972,惺邦e5,0999,認購權證
072973,惺邦e6,0999,認購權證
072974,惺邦e7,0999,認購權證
072975,惺邦e8,0999,認購權證
072976,惺邦e9,0999,認購權證
072977,惺邦f1,0999,認購權證
072978,凱基j3,0999,認購權證
072979,凱基j4,0999,認購權證
072980,工銀e4,0999,認購權證
072981,工銀e5,0999,認購權證
072982,7y永豐,0999,認購權證
072983,7z永豐,0999,認購權證
072984,8a永豐,0999,認購權證
072985,8b永豐,0999,認購權證
072986,8c永豐,0999,認購權證
072987,8d永豐,0999,認購權證
072988,8e永豐,0999,認購權證
072989,8f永豐,0999,認購權證
072990,8g永豐,0999,認購權證
072991,元大28,0999,認購權證
072992,元大29,0999,認購權證
072993,元大30,0999,認購權證
072994,元大31,0999,認購權證
072995,元大32,0999,認購權證
072996,元大33,0999,認購權證
072997,元大34,0999,認購權證
072998,元大35,0999,認購權證
072999,國泰22,0999,認購權證
073000,統一f6,0999,認購權證
073001,統一f7,0999,認購權證
073002,nt元惺,0999,認購權證
073003,nu元惺,0999,認購權證
073004,nv元惺,0999,認購權證
073005,nw元惺,0999,認購權證
073006,nx元惺,0999,認購權證
073007,ny元惺,0999,認購權證
073008,nz元惺,0999,認購權證
073009,元惺01,0999,認購權證
073010,日盛1j,0999,認購權證
073011,惺邦f4,0999,認購權證
073012,惺邦f5,0999,認購權證
073013,惺邦f6,0999,認購權證
073014,惺邦f7,0999,認購權證
073015,惺邦f8,0999,認購權證
073016,43第一,0999,認購權證
073017,fz中則,0999,認購權證
073018,ga中則,0999,認購權證
073019,gb中則,0999,認購權證
073020,gc中則,0999,認購權證
073021,gd中則,0999,認購權證
073022,ge中則,0999,認購權證
073023,gf中則,0999,認購權證
073024,gg中則,0999,認購權證
073025,日盛1k,0999,認購權證
073026,日盛1l,0999,認購權證
073027,日盛1m,0999,認購權證
073028,日盛1n,0999,認購權證
073029,凱基j5,0999,認購權證
073030,凱基j6,0999,認購權證
073031,凱基j7,0999,認購權證
073032,凱基j8,0999,認購權證
073033,凱基j9,0999,認購權證
073034,凱基k1,0999,認購權證
073035,凱基k2,0999,認購權證
073036,工銀e6,0999,認購權證
073037,兆豐en,0999,認購權證
073038,兆豐ep,0999,認購權證
073039,兆豐eq,0999,認購權證
073040,兆豐er,0999,認購權證
073041,兆豐es,0999,認購權證
073042,兆豐et,0999,認購權證
073043,兆豐eu,0999,認購權證
073044,兆豐ev,0999,認購權證
073045,兆豐ex,0999,認購權證
073046,兆豐ey,0999,認購權證
073047,兆豐ez,0999,認購權證
073048,兆豐fa,0999,認購權證
073049,兆豐fb,0999,認購權證
073050,兆豐fc,0999,認購權證
073051,兆豐fd,0999,認購權證
073052,兆豐fe,0999,認購權證
073053,兆豐ff,0999,認購權證
073054,gj群益,0999,認購權證
073055,gk群益,0999,認購權證
073056,gl群益,0999,認購權證
073057,gm群益,0999,認購權證
073058,gn群益,0999,認購權證
073059,gp群益,0999,認購權證
073060,gq群益,0999,認購權證
073061,gr群益,0999,認購權證
073062,8k永豐,0999,認購權證
073063,8l永豐,0999,認購權證
073064,8m永豐,0999,認購權證
073065,8r永豐,0999,認購權證
073066,兆豐fg,0999,認購權證
073067,兆豐fh,0999,認購權證
073068,兆豐fj,0999,認購權證
073069,兆豐fk,0999,認購權證
073070,兆豐fl,0999,認購權證
073071,兆豐fm,0999,認購權證
073072,兆豐fq,0999,認購權證
073073,國票96,0999,認購權證
073074,國票97,0999,認購權證
073075,國票98,0999,認購權證
073076,國票99,0999,認購權證
073077,國票a1,0999,認購權證
073078,康姓nu,0999,認購權證
073079,康姓nv,0999,認購權證
073080,康姓nw,0999,認購權證
073081,康姓nx,0999,認購權證
073082,統一f8,0999,認購權證
073083,元惺03,0999,認購權證
073084,元惺04,0999,認購權證
073085,元惺05,0999,認購權證
073086,元惺06,0999,認購權證
073087,元惺07,0999,認購權證
073088,元惺08,0999,認購權證
073089,元惺09,0999,認購權證
073090,元惺10,0999,認購權證
073091,元惺11,0999,認購權證
073092,元惺12,0999,認購權證
073093,元惺13,0999,認購權證
073094,元惺14,0999,認購權證
073095,元惺15,0999,認購權證
073096,元大36,0999,認購權證
073097,元大37,0999,認購權證
073098,元大38,0999,認購權證
073099,元大39,0999,認購權證
073100,國泰23,0999,認購權證
073101,惺邦f9,0999,認購權證
073102,44第一,0999,認購權證
073103,45第一,0999,認購權證
073104,46第一,0999,認購權證
073105,gh中則,0999,認購權證
073106,gj中則,0999,認購權證
073107,gk中則,0999,認購權證
073108,日盛1p,0999,認購權證
073109,日盛1q,0999,認購權證
073110,日盛1r,0999,認購權證
073111,日盛1s,0999,認購權證
073112,日盛1t,0999,認購權證
073113,日盛1u,0999,認購權證
073114,玉山61,0999,認購權證
073115,玉山62,0999,認購權證
073116,8s永豐,0999,認購權證
073117,8t永豐,0999,認購權證
073118,8u永豐,0999,認購權證
073119,8v永豐,0999,認購權證
073120,8w永豐,0999,認購權證
073121,8x永豐,0999,認購權證
